molecule_chembl_id,stdInChiKey,formula,STATUS,pIC50,MW,LogP,nHAcc,nHDon,smiles,preferredCompoundName
CHEMBL3593777,OHNNRNYUHNGDNO-LSDHHAIUSA-N,C19H18FN7O,inactive,6.0,379.39900000000006,1.9573800000000001,6,3,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]3CCN(C[C@@H]3F)c4ccc(cn4)C#N,
CHEMBL2324596,RGHJRTSLPCFAQD-UHFFFAOYSA-N,C13H12N4,inactive,5.0,224.26700000000002,2.2521200000000006,3,1,Cc1cccc(Cc2n[nH]c3ncncc23)c1,
