Gene_Name,logFC,AveExpr,t,P.Value,adj.P.Val,B
TWISTNB,1.91589600707808,5.79435033729636,13.5151843521307,1.14849503415543e-08,2.60525659191281e-06,10.4155674332664
LINC01296,6.43781430256744,4.50555889631232,13.5006117845493,1.16271493242167e-08,2.60525659191281e-06,10.4528785659913
EPHB1,4.83512262119236,2.885036090064,13.4248588387687,1.23975601657633e-08,2.67693598060255e-06,10.3583124038547
WNT10B,7.32892651868637,0.63840723941674,13.3300422187663,1.34402532131258e-08,2.78843771909357e-06,9.88234122446588
RP11-496I2.5,6.08373340041083,-1.36102891519916,13.2655654877512,1.42030730140141e-08,2.87569448193382e-06,9.12874603161785
EXOSC4,1.38069605157477,5.45576850883766,13.1570218107078,1.55946520941865e-08,3.11985867193814e-06,10.1100660402378
SYNGR2,2.14730809493355,4.98772609379869,13.0761229622102,1.67271644640681e-08,3.21333730553827e-06,10.0580322375799
HDAC9,4.55842990628564,3.80479034073863,12.9110771691344,1.93220799715642e-08,3.60786171024596e-06,9.96987926213138
NRN1,6.06401960973794,2.85942424011382,12.8830102018582,1.98049789707692e-08,3.6573919956459e-06,9.91086488112904
ELOVL7,5.10846508908658,1.60341685330112,12.8647265516121,2.01265357999714e-08,3.67637428389695e-06,9.72142785051645
P2RX5,6.98356747752448,-0.144829901363484,12.8243228166381,2.08572406279112e-08,3.75541153746631e-06,9.31429034447198
IFI30,2.12893835822096,3.82649672319737,12.7738728029044,2.18099963924262e-08,3.85807357236549e-06,9.84861308675277
ID1,7.48781658195566,3.60352357643715,12.7290396925372,2.26960727765157e-08,3.97299482301403e-06,9.81245613997278
HOMER2,2.43634601855018,3.95600053756128,12.6086039926851,2.52740497889859e-08,4.15779959390432e-06,9.69643854460689
ZIC1,8.38003754244534,1.53077371693268,12.4810120484252,2.83530826793213e-08,4.58147648486533e-06,9.40351356500626
DLX6,7.21683166082406,0.266359850572406,12.3930073002657,3.07110098537963e-08,4.86885396785893e-06,9.10563425158873
ONECUT2,7.78949978482267,1.08976243073457,12.1179688305403,3.95467017947668e-08,6.15354003389866e-06,9.03933709803879
CRACR2A,2.5950748769769,3.88033856240285,12.0550168936653,4.19321161492914e-08,6.40608374444402e-06,9.19109177680869
OSBPL3,2.1427496947192,5.65606161587477,12.0291774847729,4.29556717556813e-08,6.50333390859661e-06,9.05792334611967
KIAA1217,2.9662091617408,3.76668319786619,12.0149660530656,4.35300528113863e-08,6.53145122763702e-06,9.15921526258662
SLC25A22,1.60711029585805,5.42008486272162,11.9023334597386,4.83856508454705e-08,7.13263914436958e-06,8.9435771033373
SLC1A5,1.87151300125213,7.70699750527444,11.7767545541986,5.449577306087e-08,7.63167888573267e-06,8.80349227909955
HOXD13,9.03412550481562,1.64087383831078,11.5620593980995,6.69506571828477e-08,9.14720157689232e-06,8.63833147345269
ULBP3,3.34433363425253,1.25728128211175,11.4855954933305,7.20994290909988e-08,9.69304724699388e-06,8.52483516284864
CXCL8,8.65366593606184,2.04319542621784,11.4751066886925,7.28382926365658e-08,9.71466275998006e-06,8.60179489845842
RPL39P5,4.02186744308677,1.92789760110652,11.3828283495525,7.97009772558204e-08,1.03954219303666e-05,8.50665061525866
