GeneID,SRX3270441,SRX3270442,SRX3270443,SRR7947406,SRR7947407,SRR7947408
PRSS8,1,0,0,27,31,23
SIKE1,2188,1043,1676,1249,2436,1665
RRP12,251,132,289,770,811,444
FNIP2,2019,1140,1821,2424,3177,2338
MSMO1,2531,1522,3165,346,1054,714
TTC17,3599,1839,2874,2182,2359,1669
ALX4,2,0,3,0,1,0
FSTL4,459,574,905,296,857,935
FOXN3,3002,1593,2889,1121,2612,2416
METTL24,12,1,7,1,0,0
AKR7A2,496,212,416,1206,1234,1075
MRTO4,662,314,620,1131,826,899
NNAT,2524,1625,3248,15973,13805,15042
USE1,114,66,115,500,269,212
MCF2L2,34,28,87,98,609,365
NRIP2,5,3,6,2,2,1
LAMA3,13,3,10,4771,10122,5044
AP5M1,1838,1116,1687,1511,1834,1557
ANAPC4,1718,817,1255,1085,495,708
KCNQ1,4,1,3,17,5,10
TRAPPC3,807,359,851,931,723,635
THRAP3,4497,2315,4049,4679,4541,4502
PHPT1,124,58,134,3414,2351,2387
ENTPD2,0,0,0,21,59,10
LY75,14,1,17,16,1,0
ARID4B,2634,1409,2454,1444,1436,1438
OPN3,1020,485,703,60,59,57
SDCCAG8,565,264,555,561,648,427
PTPRN,33,30,100,9709,8640,6658
HHAT,355,178,206,810,820,785
KIF1B,9806,5969,12157,10128,15700,10878
FOXC1,26,21,18,18,7,8
TBC1D22A,157,82,146,989,698,587
SYNE2,8708,4619,7458,10650,11349,11163
PLEKHH1,2378,1145,1932,1788,3651,3164
ATP9A,3774,2564,4691,3300,5564,4305
SPO11,0,0,0,0,0,0
CBLN4,3,1,2,0,0,1
CHRDL2,0,0,1,2,8,14
FAM168A,3802,2185,4303,5319,4642,4036
RELT,56,33,43,924,799,932
GALC,1644,752,1251,1060,788,664
NOP58,2046,1136,1595,2750,1654,1894
SZRD1,1559,691,1280,2523,2549,2711
KCNH2,129,114,218,2693,3456,3781
CUL1,2309,1154,1874,3557,2789,2548
FAM114A2,997,522,998,437,288,324
CYFIP2,2895,1790,3086,6076,6545,4826
TAB2,3826,1897,2561,1958,1530,1350
GINM1,690,279,481,451,422,343
EIF2AK2,1758,844,1480,2558,4152,3562
USP36,783,320,659,1863,1638,1342
KMT2C,7369,5122,8498,3678,4289,4261
MCOLN3,43,7,14,87,89,64
CCDC85A,24,14,42,8,65,141
PUM2,7968,4364,7350,11099,15054,12662
MRPL43,398,223,369,1062,755,648
ITIH4,14,5,11,23,15,10
ITIH1,1,0,6,4,0,0
HPF1,974,481,807,863,983,1064
ZFR,4997,2755,4457,3772,3631,2908
ZNF280C,782,375,595,217,255,299
NPFFR2,75,4,25,0,0,0
PHF21B,397,313,541,4624,4822,4992
TRAF1,185,93,194,532,199,92
RC3H2,4413,2511,3972,2407,2202,2380
IL17RB,126,49,67,1692,3566,2246
TRAF3IP2,65,14,24,71,115,28
GYG2,948,501,746,485,768,539
DCBLD2,10581,4610,5601,1221,391,699
SERPINB3,0,0,0,0,0,0
SOAT1,780,328,505,1252,1163,1100
PKP2,228,119,233,215,1145,1401
MSH4,25,9,33,98,91,50
F7,43,14,43,203,292,85
GDI2,7422,4164,6698,7512,7426,7319
PRDM1,596,415,942,5038,449,221
ATG5,537,335,502,614,481,376
TMCC3,210,85,141,31,185,47
PITHD1,917,449,852,2092,1611,1304
MTA3,1579,893,1614,1311,2750,2542
USP13,1610,718,1075,2177,3122,2350
ATP11B,2064,1045,1577,871,922,803
LAMC2,95,41,114,13,7,16
CDK14,2211,1429,2302,2372,1510,1286
SEC61A1,2898,1421,2756,5366,5455,5581
PPP1R12A,2791,1436,2315,1544,1619,1422
RASGRF1,42,72,27,2,3,0
CAMK2B,34,26,64,5670,3818,4143
CROCC,100,39,84,2436,1619,1868
POLR3E,812,406,686,2409,2266,1825
ATP2B4,5341,2257,5254,897,1566,570
ZC3H11A,7978,4585,7023,5092,4660,4062
RIOK2,1006,579,745,902,696,558
YIPF1,591,329,583,376,358,358
NDC1,2316,1049,1573,1445,1490,1183
DGKG,9,5,13,57,26,7
FLYWCH1,87,39,120,656,878,846
UNKL,406,205,385,887,515,476
TBXAS1,50,28,36,284,221,126
PARP12,48,17,38,92,74,50
ALDH18A1,2202,1032,1670,2573,2484,2410
TARBP1,3095,1472,2373,2085,3037,2078
GATB,478,247,711,774,708,516
MXD1,563,380,630,1207,1893,2068
CDK17,1645,911,1487,1905,1532,1473
DNAJC25,355,196,239,306,254,208
SLC2A3,498,253,509,712,323,177
PSD,77,76,111,4887,4057,2665
CTDP1,130,81,117,652,686,739
YBX3,1367,455,700,2519,3451,1761
STYK1,0,0,2,27,61,10
WNK1,8614,4294,6584,5572,7650,5385
RPS17P5,0,0,0,0,0,0
CCAR1,4952,2518,3995,3666,3117,2894
OGFR,146,81,118,993,771,706
GNA15,1,0,3,20,23,19
CREB3L3,0,0,0,0,0,0
PIGV,204,89,183,189,181,112
PTPRU,567,210,374,2336,7535,5077
SNRNP40,1144,502,884,1670,1494,1374
RIMBP2,415,156,361,4207,3909,2570
COL11A1,3302,1717,2797,64,28,15
QSER1,4622,2229,3582,2828,4230,3133
MPC1,293,156,278,744,460,393
ACAA1,279,175,369,735,370,481
BCAT1,1679,756,1444,490,5367,5327
HDAC7,499,284,422,1309,1377,1493
LZTS1,206,152,311,4288,3697,5196
PRDM6,102,46,118,9,4,1
WNT8A,1,0,1,0,1,0
SPAG4,10,5,8,152,85,64
NCKAP1,6458,3603,6203,2754,3725,2952
MRPS35,932,581,976,1260,915,687
GUCY1B1,1204,770,1394,148,361,156
SFSWAP,1403,896,1379,2464,2244,2405
TNK2,57,36,61,3910,4331,3760
MON2,3349,1724,2872,1362,1532,1156
CDH3,45,29,60,109,177,68
ARSF,7,13,13,3,0,6
GPBP1,4652,2485,3903,4822,4415,3392
DGAT2,112,16,32,911,1098,795
ZNF112,473,216,482,292,126,252
CS,5721,3145,5593,10130,9891,7893
LTK,2,2,2,41,58,57
MRPS24,5,3,5,250,211,244
ELMO2,1390,723,1334,2020,2434,1791
WAPL,3306,1606,2499,2093,2264,1774
VMP1,962,544,925,1122,977,844
APPBP2,2876,1511,2507,1447,1082,896
POLD1,176,82,139,5150,4358,3668
SEZ6,26,25,51,11018,12160,9378
EIF4B,12525,6809,10446,17314,13166,9050
SLC6A16,47,27,29,58,82,25
BICRA,163,97,174,1110,1096,1350
SPHK2,55,33,79,575,480,818
RPL18,4352,2039,4725,18741,10969,8234
CA11,254,101,265,356,227,111
ISOC2,15,10,21,705,350,356
U2AF2,1360,727,1440,7918,6289,6385
EPN1,228,109,295,4502,3980,3748
MED29,711,311,636,1924,1449,1241
AHRR,176,30,35,14,20,12
GSC2,0,0,0,4,21,13
ZNF275,711,323,546,524,894,721
MTMR1,1042,552,943,1641,1557,1251
GPC1,138,101,219,3373,2285,3063
ADCK1,124,56,122,240,396,376
HAGH,154,69,187,1727,1941,1683
RNF4,1193,589,1135,2485,2612,2376
CASP8,5,4,3,37,9,1
LIMCH1,2067,1481,2423,1212,1359,1218
INTS13,819,457,724,1173,1008,645
TM7SF3,1391,649,1133,1502,2538,1819
DLX3,14,2,7,10,18,10
SPA17,494,287,426,675,510,311
TSPAN32,0,0,0,4,0,0
WISP2,0,0,0,4,0,2
DMRT3,22,2,3,31,33,7
ST3GAL6,209,106,149,437,256,258
ATP2C2,2,1,6,9,1,2
NGFR,249,212,494,167,333,181
CDON,7610,1110,2246,637,635,481
TAF2,1687,889,1338,1641,1456,1507
HIPK2,7635,3341,5642,8424,8352,6715
TNPO3,2253,1227,2045,2568,2529,2078
BORCS8-MEF2B,7,1,1,20,9,2
RFXANK,123,73,136,578,581,619
TMEM161A,32,23,46,370,416,416
LPAR2,743,536,867,1345,1988,2609
CTSA,585,296,468,1753,850,1036
SUGP2,6176,3384,5772,11174,13218,8510
SLC12A2,1782,1011,1304,2404,3660,3396
SNX24,599,279,449,397,547,346
EYA2,656,386,565,4865,5874,5281
CNN2,575,188,280,362,951,587
ABCA7,56,46,75,5000,5793,6421
SNCAIP,339,248,425,9,5,5
DDX20,1093,609,940,685,577,658
BTBD1,1854,1100,1739,2207,1977,1846
FAR2,2182,1196,2173,5,4,6
BCAS1,8,6,11,6,0,0
POU1F1,0,0,0,0,0,0
CHI3L2,0,1,0,6,1,0
SBNO2,36,20,44,644,805,744
PMS1,1747,873,1304,1767,1368,1087
HMG20B,232,129,190,938,1077,1228
CALCRL,466,155,218,50,0,0
TAF11,1026,613,966,1894,1806,1752
ANKS1A,1251,775,1586,2121,1901,1648
AP3D1,1460,757,1479,5051,4697,4051
ZNF76,507,271,459,3457,2281,2461
SLC9A3R2,4,0,1,196,195,202
NTHL1,18,6,21,610,575,555
UHRF1BP1,1754,863,1269,2144,3325,2207
GNAI3,3974,2392,3749,3548,3389,3145
IPO5,10877,5566,8862,8920,8549,6746
OAT,1198,540,1097,953,778,548
WDR3,1384,769,1347,1393,1229,892
PKN2,3845,1825,2855,2534,1801,1987
WDR18,76,53,87,1656,1362,1401
TRAM2,841,361,596,1600,1386,1507
NTN1,26,28,41,1575,2356,1968
GLP2R,0,0,0,63,20,21
MCM10,1102,433,667,1901,2053,1707
DGKA,81,54,97,115,217,118
ERBB3,7,6,13,157,63,45
ROPN1,1,0,0,0,0,0
ANKRD44,14,15,25,30,61,35
KARS,2776,1567,2800,4557,3405,2961
ADAT1,516,282,434,399,548,602
PDIA5,99,53,104,2022,1650,1173
TBC1D22B,429,187,428,844,1084,862
NDUFB4,888,445,815,2064,1789,1637
SPEN,4229,2224,3693,4192,5672,5318
MYLK,702,322,447,3419,3384,1709
ZC3H15,2291,1265,1925,1426,1228,1297
MAP2K4,2037,1072,1664,1124,958,972
TMEM206,405,223,343,302,782,733
SNAP91,1498,1107,2160,4783,3639,2695
SLK,2913,1654,2324,1779,2271,1936
CYB5R4,716,473,731,850,467,678
COL17A1,1,0,0,15,21,8
GSTO2,487,198,153,96,79,15
SEC61A2,716,385,704,1135,1399,965
PRKCQ,99,28,48,16,5,0
TLE2,71,24,68,2870,1037,632
ASB1,1040,539,932,1077,1170,1118
FAM107B,2721,1485,2585,1028,888,1190
ME1,133,72,118,303,82,25
TBC1D1,1446,677,956,2774,3842,3304
CDK13,2601,1271,2038,2009,1730,1784
MTHFD2,1458,805,1106,4151,10128,11041
SLC9A7,407,203,339,920,1271,750
FOXJ2,851,431,700,887,1092,791
YBX1,12565,6956,13476,33227,28860,25271
PDE4A,16,12,36,791,997,761
PPP2R5A,291,143,185,277,341,174
CTNNA2,3039,2000,3529,1086,909,178
ELAVL1,3261,1615,2623,4968,5507,4559
TIE1,2,1,3,46,10,6
DIP2B,2857,1652,2891,1429,1815,1561
SMARCD1,4251,2208,3874,4097,4093,4174
KDM4A,1884,1006,1943,1885,2354,2240
NFYC,894,474,767,1438,886,990
ZMYND12,39,9,18,32,23,19
SLC9A3,0,0,0,1,6,2
NGEF,71,46,86,125,131,44
ASPM,4868,1887,2801,2107,4256,2496
CD84,34,13,11,57,0,0
ELOVL1,238,140,259,432,319,227
SPI1,3,2,2,102,1,9
ZNRD1,269,155,209,570,468,335
MPPED2,1168,755,1569,4588,1030,740
CLDN18,0,0,0,0,0,0
ZBTB11,1506,797,1325,1137,967,886
ATXN3,1572,832,1428,694,712,586
GOLGA5,1020,573,841,758,776,523
FGFR2,145,17,47,288,215,113
LRRC40,1263,780,1255,880,995,908
ISOC1,811,361,537,6994,2010,1496
EML1,6780,3041,5113,4010,2949,1659
TRMT11,533,290,422,463,449,407
THUMPD1,2335,1271,1906,1424,966,1142
MSANTD3,657,379,655,832,699,778
KIF26A,306,158,372,2452,3284,2689
ATG2B,2867,1648,2805,1430,967,773
ARFGEF1,2904,1851,3014,1802,1560,1151
ACSM2B,8,3,6,0,0,0
ZFAT,210,115,161,1358,1056,1574
MTFR1,641,314,523,1125,1339,838
STAG3,113,38,31,94,181,80
FECH,484,156,316,339,377,397
MYO9A,2465,1723,2916,1044,2090,1285
DDX3Y,1216,0,0,0,0,1
PFKP,96,122,312,9446,13300,7388
IDI1,3597,2054,3972,1650,2183,2317
SP100,6,5,5,59,4,2
KLF6,2052,1405,2174,1450,1317,783
PLPP1,170,96,174,299,265,223
NEO1,3856,1867,2868,3505,3144,3046
TRAM1,3335,1395,2408,2088,1646,1518
PHKA1,642,240,375,655,989,559
TNFRSF1A,193,66,124,258,95,35
CACNB1,291,211,414,1340,1050,1111
EVI5,622,283,498,183,283,301
STOML1,49,58,93,507,325,262
PKM,11124,6152,12904,42004,24628,26834
DHX29,1390,783,1214,1015,825,761
DNTTIP2,1672,1001,1455,2057,1386,1433
METTL22,259,154,285,631,637,584
TP53BP1,7364,3989,6294,5691,5062,4413
TRO,2461,1395,2414,3202,2219,2091
RRP15,1099,550,876,646,417,559
RHOA,7022,3482,6082,10259,11494,9872
DHX8,1437,730,1223,2128,2382,1979
PMS2P4,33,14,30,59,65,42
PRKCZ,266,161,306,358,684,544
ZFY,283,0,3,0,0,0
IARS2,2405,1128,2027,2478,2553,1920
SYT1,5755,4097,6166,9815,5927,8133
NAV3,419,310,479,58,440,224
IDH3G,151,99,244,1507,1174,1254
ROGDI,107,110,258,2574,2562,2124
PDZD4,393,262,638,6071,4626,4671
ATP2B3,31,16,24,776,1602,1308
ROCK1,2826,1616,2428,1203,1345,1298
CBFB,1984,1131,1615,2453,2092,2009
PDK3,110,70,121,87,223,204
HYAL2,127,79,148,958,961,1346
HDAC4,645,339,626,651,591,686
RASSF1,224,98,202,1469,952,758
FGFR3,179,80,106,1578,1550,1049
IFI35,7,0,4,156,62,39
HEATR6,1006,479,808,800,952,570
COASY,450,255,432,1488,1741,1313
PLEKHH3,15,5,21,1242,1264,1288
MEF2A,1885,1053,1689,3492,2312,1815
OTUD5,714,384,727,1924,1377,1335
TFE3,459,209,446,1013,867,894
TBC1D25,161,101,238,631,822,620
ACSL4,3539,2599,3519,871,898,1432
INPP5A,352,220,425,265,182,189
GPKOW,204,124,217,1011,865,687
GRIPAP1,1134,706,1249,3342,3115,3181
FTSJ1,431,268,430,1643,1292,1345
PRR11,747,323,404,921,1994,1050
REEP1,1802,1322,2541,2957,2855,2910
ATP11A,607,356,677,2873,4784,3474
POLR1A,1606,747,1344,1344,1572,1642
LAPTM4A,2744,1368,2371,1908,3025,3263
TTC7A,185,86,209,686,1611,1530
IP6K2,2282,1246,2466,5902,3897,4176
STON1-GTF2A1L,10,8,19,6,5,0
SRBD1,719,346,540,485,674,679
KIF2A,2980,1634,2431,2088,3750,2550
RASGRP2,6,3,12,61,203,95
PSME4,3481,1784,2753,1492,3057,3551
IFT80,1854,897,1398,1339,575,641
SIRT2,348,203,460,1645,1251,1029
ERLEC1,1243,745,1053,1326,1666,1535
PPP2R5B,296,233,619,598,1257,943
PYGM,12,16,12,192,870,151
PAGE1,0,0,0,0,0,0
PITX1,0,0,0,245,926,1259
TRPC7,3,1,12,13,26,5
MAST4,595,230,461,170,223,200
ADGRF5,3,1,0,55,0,0
SDK2,949,353,494,2763,2523,802
ADAM7,0,0,0,0,0,0
NUP133,2640,1454,2303,2885,2872,2370
NUCKS1,20537,9367,14159,15635,16336,13650
VPS35,4998,2888,5078,4191,3243,2862
DNAJA2,1802,1023,1665,1818,1629,1350
BCL3,0,0,2,111,148,96
KCNAB2,115,82,151,2067,2672,1569
ABCC9,1,3,2,10,1,26
GAL,188,96,94,12,56,71
CLEC2D,620,281,452,642,157,150
FUNDC1,456,240,440,558,524,436
MAOB,75,15,21,30,14,3
RORA,1773,1299,1884,3187,2178,2493
DRD4,0,0,0,183,196,150
TGFBR3,178,58,95,133,444,221
KIAA1107,0,0,0,0,0,0
PLA2G10,0,0,0,0,0,1
HES2,34,22,18,61,78,24
ATP1B3,1934,1063,1776,1095,1766,1164
NEDD4,564,283,340,1124,897,458
PIGB,163,76,138,127,73,79
MAPK6,4354,2902,4017,2677,3063,3062
GNB5,555,315,739,3669,2951,2333
RAB27A,240,143,203,558,457,327
HDHD5,439,196,459,2014,1464,1474
UFD1,938,506,1056,1563,1845,1686
LRP6,4388,2278,3339,1475,1287,1802
GUCY2C,1,0,1,11,0,0
SCT,0,0,0,2,6,3
PHRF1,259,151,296,1981,1737,1891
ELP1,3124,1844,3069,4819,3786,2494
NUCB2,947,494,792,3218,3007,2027
PFN2,8025,4433,7686,3678,6229,6606
PTPN3,92,51,75,386,1256,836
SPTB,29,15,33,1104,1906,1292
DAPP1,3,1,0,12,2,0
FGF10,10,9,21,0,0,0
SLC44A1,888,435,564,3210,1541,769
TMEM260,1454,850,1262,1319,951,1028
SMG6,1333,625,1153,3162,2362,2214
EXOC5,4360,2523,4142,3121,3086,3411
CLTCL1,246,85,189,459,492,508
FGF22,1,0,0,36,15,15
FSTL3,72,29,67,278,176,193
DGCR2,610,343,655,2125,1376,1452
RNF126,41,25,36,1178,766,956
MNT,455,256,379,2659,2225,1984
ZXDC,1001,497,753,1967,1222,1065
JMJD6,581,386,872,1281,1293,765
POLB,979,551,946,569,547,581
ST6GALNAC1,0,0,2,3,0,0
WIPI1,228,112,371,128,247,184
FRMPD1,46,26,87,3738,4344,5083
GBA2,1562,984,2069,3095,2715,3083
NDST1,1967,884,1608,2455,2651,2549
ASNS,1674,1169,1455,1085,3689,1628
AP3M2,1415,634,1087,1974,1557,1207
CNGB1,40,25,68,669,447,93
ST6GALNAC2,41,34,68,1620,1041,766
CHAT,1,0,1,1,3,2
PABPC1,18662,8985,13326,18976,24623,15105
TESK2,42,14,32,174,249,140
CFAP20,817,440,721,2134,1233,1170
CSNK2A2,2240,1339,1954,2526,2684,2269
PTPN21,1735,986,1506,343,1020,873
EIF2B3,551,299,522,597,801,608
CAMK2A,88,66,116,8,8,3
TCOF1,732,328,721,3706,4030,3141
CDC42,5230,3214,5783,5417,5630,4511
OSBPL3,2281,1331,1856,1557,1940,1445
EPHA8,9,2,11,679,695,222
SLC12A3,2,3,2,0,0,0
RAD18,900,471,620,1066,1146,880
ATP2B1,3444,2052,3100,13910,7426,9720
TRPM5,1,0,0,2,0,0
NCK2,791,325,640,1240,1479,1487
MAP4K4,11501,7074,12112,8801,10943,13196
MGAT4A,896,487,812,675,646,729
RPL31,12638,6125,11866,17474,11495,8681
WDR1,1374,656,1332,6683,5312,4564
SNX13,2227,1254,1948,735,691,676
MS4A12,0,0,0,0,0,0
ARHGAP10,140,34,82,367,515,601
RPS6KA2,954,581,1067,622,585,811
ING3,1002,551,776,573,350,357
VASH1,1888,1072,2143,2416,2713,2597
LMCD1,32,22,21,750,842,444
BUD23,704,303,622,1702,1737,1451
SEL1L,2393,1468,2246,1588,1832,1524
TRIP13,655,282,381,422,508,372
ATP6AP1,1264,713,1510,3767,2564,2305
TCF3,1170,553,810,4173,4512,5887
TRIB2,2306,1457,2987,3236,3081,5246
DAZAP1,1244,655,1066,4978,4514,4133
MBD3,251,101,239,5052,2633,3993
PRLH,0,0,0,0,0,0
HLTF,4477,2228,3611,4703,5904,3721
FAM50A,416,230,521,3223,2959,2680
FAM3A,96,55,96,1022,798,694
CPSF1,498,243,495,6662,4677,5799
MYO3B,8,4,10,701,697,106
CYBRD1,703,209,439,153,63,27
CDH19,0,0,0,1,0,0
PDCD2,1357,683,1125,1098,1019,858
SLC6A15,1333,923,1571,2367,1339,489
RDH11,2087,1240,2149,1451,1248,1181
PRKACA,1596,724,1469,4114,5128,4146
ADGRL1,811,346,811,7847,9740,8733
SPP2,0,0,0,1,0,1
ACTN1,437,196,324,1965,2562,1942
ZFYVE26,1031,544,845,1567,1341,1218
RPS6KA6,1069,732,1147,460,321,254
EPN2,815,439,735,1073,1710,1742
PTPN18,566,257,637,2575,2564,2002
LIMS2,0,0,5,322,206,110
ASIC4,169,101,134,2691,1820,1404
SPEG,78,29,70,2433,3703,2542
LNX1,106,46,200,3,0,1
ALDH3A2,1625,744,1275,1481,3342,3565
TFRC,3701,1297,1777,2945,1547,1618
SREBF1,285,190,313,3476,2437,2474
TRPC5,56,52,132,61,654,1387
AFF4,5748,3040,5047,3655,4790,3650
UBE2D1,1180,746,1286,609,686,754
MPP5,1264,434,772,678,450,393
RHOBTB1,2057,714,1364,3303,1737,861
SMC1A,8266,4405,7474,11894,17799,12740
HSD17B10,368,176,433,1213,1076,1231
MARK2,577,332,559,740,715,610
HMMR,858,290,597,1108,1115,628
CHFR,472,308,509,986,1598,1756
TRHDE,449,280,538,376,205,139
P4HA2,292,144,254,658,1241,700
FCGR2B,0,0,0,8,10,2
NFATC3,1729,812,1193,1681,1543,1529
TRNT1,781,330,571,458,436,360
ACADVL,1587,825,1779,5555,3700,2951
STK10,155,86,156,219,241,177
FBXW11,2241,1321,2229,1844,1984,1549
ACAP1,5,2,2,27,13,13
CRMP1,7372,5385,12709,25823,23578,22102
EVC,552,177,387,505,829,399
DERL2,1234,643,1051,2646,1702,1875
SIDT1,2,1,2,5,1,0
NDE1,523,188,332,1011,1991,1044
MRVI1,189,103,138,54,29,21
TMEM38A,75,24,66,539,855,666
AP1M1,593,306,762,2517,2183,1719
PVR,231,141,246,821,1486,899
XRCC1,757,274,592,4158,3310,2247
SCARB1,100,30,62,2058,1367,990
CYP2W1,0,0,1,5,2,14
MCM2,2537,962,1767,11910,12243,11427
MOV10L1,3,2,9,55,42,25
PANX2,4,4,6,445,463,422
SELENOO,19,10,29,1356,920,843
TP63,2,1,2,0,1,0
ALPK1,102,39,94,29,1,2
LLGL2,2,3,3,2750,3491,2613
PDE8A,908,312,609,1074,1253,920
CLCN4,869,577,1168,2936,2008,1592
NLE1,482,215,368,1245,676,549
SDHA,828,414,778,2640,2291,2328
SMARCE1,6275,3657,5644,3335,2716,2784
FNDC8,0,0,0,3,1,0
GSDMB,835,505,635,557,953,560
KDM5A,3659,1885,2677,1678,1596,1510
ADAM11,1618,1522,2116,1123,1494,743
PPP2R3A,1112,581,987,223,319,397
FERMT2,1670,863,1338,1164,706,615
ABCB11,879,462,530,0,0,0
DHRS9,6,8,4,1,0,0
CD5L,0,0,0,20,0,0
PTGS2,28,5,4,44,8,23
IGF2BP2,3338,1588,2535,2877,2665,1571
MAP3K13,1264,722,1383,1895,1877,1593
ST6GAL1,1581,906,1561,2867,3992,3201
TBX21,8,9,9,9,27,14
VDAC1P1,13,3,9,3,2,6
FRY,968,756,1457,1067,2289,1824
PICALM,3915,2198,3747,2197,2098,1545
NSF,968,652,1246,4069,5673,4140
GLI2,584,210,313,64,366,124
CLASP1,4908,2831,4824,4822,4582,4618
MRPS34,154,69,182,1931,1562,1716
NOTCH3,780,283,455,342,145,126
CLNS1A,3110,1394,2316,2624,2377,1999
PPP2R2C,7,3,20,92,177,39
TEAD2,1786,708,1221,72,53,380
EED,1012,527,808,1370,1049,884
CDHR2,2,1,6,0,5,1
SNCB,1,3,9,1236,2130,871
TSG101,1584,983,1642,1946,1724,1446
NCBP3,4028,2072,3728,4715,3679,3681
ATP2A3,33,20,35,35,91,50
CA12,11,38,47,953,160,44
MGLL,188,138,313,1715,1517,925
NTN4,147,97,183,17,136,45
BCS1L,419,233,400,1252,912,819
NUAK1,1544,949,1539,146,199,337
DPP8,1500,812,1151,1082,1102,1135
SLC24A1,256,93,158,86,115,54
ZNF532,7429,4225,6871,4790,4246,4389
SCARF1,7,2,3,262,423,207
LMAN1,9495,4367,6276,5317,5347,3846
HACD3,6547,3288,5530,7900,9119,8195
IPCEF1,38,14,31,11,9,12
ZZEF1,1465,929,1407,2569,2549,1809
NOX3,0,0,0,0,0,0
ENO1,13016,6504,12835,37075,22518,21112
SLC12A1,5,0,2,12,0,3
MYDGF,205,80,229,869,548,534
ANO8,317,190,341,2420,1865,2700
TUBE1,1335,598,1228,752,1337,853
ARHGEF10L,314,208,425,2349,1939,1332
TXK,27,2,5,3,0,0
WSCD2,241,81,153,10,0,0
KCNQ2,359,312,762,2402,3947,3417
TACR2,0,2,1,3,3,0
ACTR6,752,507,818,720,645,624
TIPIN,313,179,211,485,527,434
SRI,2120,1151,2188,1029,852,543
EIF4G3,5701,2795,4457,3020,4240,3601
NUP37,675,305,454,561,540,311
SEMA3A,3036,1532,2656,71,37,91
GTSE1,756,296,490,2535,2733,1488
SEMA3C,92,24,65,965,961,426
TTC38,186,99,130,665,422,383
ACAT1,885,482,1014,2133,1749,1108
GRAMD4,249,121,222,1245,934,1125
CELSR1,388,124,181,164,20,7
WNT8B,2,15,5,0,1,0
ZNF638,7827,4447,7185,6557,7558,7962
SLC25A40,1480,780,1066,1901,1572,1196
TIMM21,677,333,586,1084,704,732
ADD2,7215,4724,7931,7956,17128,15788
FGF4,2,3,0,1,0,0
RASAL2,3401,2190,3454,1690,2031,1575
VPS9D1,50,27,92,704,355,460
ZNF37A,2052,951,1672,1599,1095,1289
MARK3,2356,1407,2354,2965,2420,2176
SLC25A3,9299,5126,8428,8649,6138,6283
FNDC3B,536,238,295,248,322,328
FOSL2,38,18,33,263,588,478
CACNG5,119,91,151,166,328,50
CACNG4,1674,1147,1976,4053,3737,2844
FRYL,3939,2599,4063,2332,2537,2803
TMEM131,1876,921,1532,2000,1567,1240
FSCN1,504,290,689,10388,14074,17542
ACTB,18822,9644,17692,64737,60918,78403
MOCOS,5,3,9,17,55,14
PLD1,77,6,14,70,55,24
ATP12A,2,0,1,4,1,0
WDR62,252,114,175,3797,3983,2596
DLG1,2633,1322,1832,2810,2618,2160
RAB7A,3173,1831,3401,4170,3660,3147
BCAP29,901,485,769,1640,1201,1184
SEC31B,772,418,661,1205,717,729
SART3,1822,846,1465,3145,3046,3213
ARHGAP15,7,3,5,105,279,292
TUBA3D,0,0,0,1,3,0
PAX2,62,110,137,688,17,6
EXOSC7,408,222,368,595,552,443
KIFAP3,2199,1718,3024,2057,1571,1173
MKRN2,1031,513,906,694,1034,809
MCM6,4100,1790,2821,9545,11544,10001
REXO2,508,300,346,327,362,236
RBM7,815,414,633,490,399,491
RBMS2,742,367,510,203,285,231
BAZ2A,4312,2344,4029,4243,6642,6350
PTPN23,310,155,343,1363,1835,1364
MLH1,1418,704,1176,2877,2375,2087
UNG,2172,1002,1503,7575,6249,6547
FMO4,65,35,74,3,4,6
KLHL20,754,402,656,455,378,431
RGS11,23,28,41,1470,1795,1013
SLC46A1,410,180,265,825,1320,1070
PLXNA2,1715,947,1958,470,1880,1184
SPAG5,2547,1012,1554,4658,4386,2571
ANKRD13A,1327,804,1199,2215,2440,2046
TPD52,1242,1102,1381,3594,7668,6344
ACACB,439,115,310,664,1341,976
TRAF4,484,316,642,2692,2418,3832
PAG1,913,708,1169,771,1216,682
GPATCH1,410,220,335,682,539,440
ICAM3,12,0,8,48,4,2
NT5C2,4102,2197,3822,4135,3835,3208
MCAM,159,101,251,1002,1315,776
GPC4,2469,883,1149,10,11,2
MBNL3,923,378,560,1311,1239,2378
CAMSAP3,90,62,116,1948,2282,2448
RAP1GAP,44,27,47,1137,1369,1048
XAB2,142,76,161,2199,1921,1544
ARHGEF1,130,69,153,2532,1941,2399
STXBP2,13,17,13,125,100,71
MAP2K7,250,137,281,2033,1800,1739
NMRK2,3,0,0,0,8,0
DGKD,742,449,885,1512,1835,1600
CTTNBP2,567,305,623,326,170,37
ACTL6B,106,95,247,2274,1593,1776
RARB,228,146,298,283,304,165
TOP2B,16127,9290,14450,9382,11123,13270
TM9SF3,6130,3163,5347,4022,3939,3757
NFKB2,71,38,49,152,79,81
UBE2T,818,378,588,2730,3034,2195
PPP1R12B,1350,693,1329,1446,2402,1382
DNAJC10,4929,2553,3915,2340,3149,2252
GTF3C1,1954,1020,1693,4425,5367,4033
IL4R,18,1,10,361,1107,1085
USP33,3939,2374,4019,4198,3592,3294
PAK3,1809,1171,1932,10,105,100
CAPN6,55,13,29,0,0,0
DCX,10369,9214,15440,6,14,303
SNRPA,959,377,808,3526,3036,2883
