gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
KATNAL2,0.587572541127455,4.43746232407084,12.8104255666246,5.17504533446747e-06,1.65686604777273e-05,3.84632548997697
NPAT,0.914211874375004,5.55762252546252,12.8094950019816,5.17751324950213e-06,1.65740825724041e-05,3.74472451894941
SCART1,0.615380389271238,3.93857142007347,12.8083024028515,5.18067806086878e-06,1.65817335930573e-05,3.93539973300354
XAF1,0.765183110243341,6.7220689938764,12.8079034202253,5.18173733774384e-06,1.6582644174601e-05,3.76878351752453
PLCD3,0.574515916637341,5.28459802767805,12.8000932946361,5.20252266708494e-06,1.66387452828156e-05,3.74826128458886
CLEC18B,2.29247287484709,2.04172395274248,12.799564949506,5.20393220217576e-06,1.66387452828156e-05,4.23640846979317
NEDD4,0.753608477831495,7.57686194597352,12.7971563446715,5.21036347746943e-06,1.66543323638408e-05,3.83855090543021
RP11-160C18.2,2.47386099631227,0.618345700031944,12.7903498629611,5.22858673966694e-06,1.6705096579951e-05,4.42847903580954
PRR20C,3.39534046829851,-0.988433555718619,12.7893276938329,5.23132971266477e-06,1.67106629553022e-05,4.74878261297106
TNFRSF8,2.10390724560587,-0.222912648675937,12.7854754845649,5.24168182089906e-06,1.67394383784994e-05,4.60733663992969
ZSCAN4,2.7146479379389,-1.44517305406075,12.7711624284881,5.28035094827765e-06,1.68478460563486e-05,4.80047160035507
PHLPP2,0.719317027492808,5.11723628250985,12.7703444833036,5.28257058306028e-06,1.68524158875003e-05,3.74081436259123
DTD1,0.675682760725391,4.61715062228058,12.7690945539358,5.28596453900353e-06,1.68607301085384e-05,3.7947259425644
PARP12,1.00964385802224,3.96801552935438,12.7642086608859,5.29925519815486e-06,1.69006048288047e-05,3.90414962701581
ABCC12,2.99194492521826,-0.8601845561532,12.7590754641342,5.31325968682909e-06,1.69402200323556e-05,4.71181080806391
ZPBP,3.19764199270742,-0.277725984483687,12.7564238815014,5.32051033336211e-06,1.69557597773897e-05,4.60237921382585
FAM184A,0.783524215684764,4.8004358101317,12.7511292454964,5.33502212545943e-06,1.69933965530118e-05,3.75997093246171
FPR3,2.81217057409328,2.45350816200258,12.7405073377245,5.36427162606838e-06,1.7077421629145e-05,4.14992990246337
TTLL10,1.66317416658748,-0.491430134596502,12.7383611521289,5.37020377507799e-06,1.7093764336406e-05,4.63480137251467
ANKRD34B,3.19971594510563,-0.113579034464367,12.7369229346917,5.37418326055582e-06,1.71038876320708e-05,4.55656930597901
RGAG4,0.819639134244649,4.60162386401415,12.7363059406188,5.37589148828504e-06,1.71067804822725e-05,3.77783820064305
ZNF713,0.819274794644938,4.24669017743358,12.730868770183,5.39097182528173e-06,1.71496685458539e-05,3.83270574174633
ZNF311,1.1630709964072,2.84543490151062,12.7215453400048,5.41694349492893e-06,1.72169351977968e-05,4.08273992185041
ZNF268,0.564502315039608,5.83958170206948,12.7184552954805,5.42558272262724e-06,1.72392736063525e-05,3.68811368150455
IGLON5,1.28447520995671,2.94463540532726,12.7171792248937,5.42915498240227e-06,1.7248063542876e-05,4.06465959891793
B4GALNT2,0.587984946600274,6.69267399000121,12.7146474305293,5.43625049384084e-06,1.72654799405959e-05,3.71233178832494
TIGD6,0.750324944128656,3.43134562923668,12.7089821637118,5.45216613728394e-06,1.73083124011543e-05,3.97499024629412
GRHL1,0.91193331748626,4.48373164932678,12.7086959670908,5.45297157038656e-06,1.73083124011543e-05,3.77960620496228
LY9,1.35936612741882,2.39328185036045,12.7051402725175,5.46298957177934e-06,1.7332399318825e-05,4.13742789283776
IL9R,2.32835457986005,-0.115743235081136,12.7030884583612,5.46878002043689e-06,1.73481990184394e-05,4.53784392050181
SUV39H2,0.918450131531543,4.57857809278818,12.7008443977786,5.47512103330078e-06,1.73657402898246e-05,3.76045179613152
FRK,0.635172554183576,7.39840560045062,12.6970261285688,5.4859295668076e-06,1.73922901078926e-05,3.76293593253843
NR2F1,0.800423879726658,5.30784592497166,12.6905107964259,5.50442907966493e-06,1.74457715966339e-05,3.68310207421415
ZNF321P,1.382568038892,2.10764704152043,12.6893683631026,5.50768021663128e-06,1.74534912165471e-05,4.16459490498417
RP11-392E22.9,1.79090662971246,0.933715038940795,12.6873338161507,5.51347556026675e-06,1.74682487045151e-05,4.31396987700099
FSD1L,0.990475464055019,5.9140051856233,12.6871239510313,5.51407375048115e-06,1.74682487045151e-05,3.66966169993007
C18ORF54,0.841751700567416,3.92144711102932,12.6868742393826,5.51478561399843e-06,1.74682487045151e-05,3.86791967666401
SCRN1,0.634997716271786,7.36235817707296,12.6804444416416,5.5331514875468e-06,1.75212370599148e-05,3.74977544837952
ARV1,0.922088481326019,3.20555529620346,12.6747933216464,5.54935083678557e-06,1.75595440508163e-05,3.99611798064442
CREB3L3,3.06401601986236,-0.987123778837449,12.6676615240296,5.56987198937278e-06,1.76192684286943e-05,4.68121046175327
GNL1,0.724310031898394,6.75372512560994,12.6645534727809,5.57884223948424e-06,1.76450362718607e-05,3.68726017684237
CLIP3,0.775146970195299,4.67176094127024,12.662744708811,5.58407016404949e-06,1.76582302290695e-05,3.72487316095243
SFTA2,2.63773077380396,-1.03760911111369,12.6602866290385,5.59118379207044e-06,1.76735630540594e-05,4.68483703873137
YARS,0.640202738897917,5.80308583901875,12.6537730045772,5.6100841552374e-06,1.77281309869402e-05,3.65032753603688
PFDN6,0.836247037344459,4.75374327056393,12.6438704816758,5.63895786206015e-06,1.781148393177e-05,3.70286709969878
RDH16,0.664250365257232,4.44729075681821,12.6403475001048,5.64927102919637e-06,1.78387943106949e-05,3.74530160191599
CCDC122,0.675923095128874,6.32371406453326,12.6382487408017,5.65542516513959e-06,1.78555929797142e-05,3.64799991134554
ADGRF2,2.39124545448924,0.985141245291207,12.6361646961307,5.66154372735554e-06,1.78722743947774e-05,4.27623505021501
RP11-771F20.1,5.68747167000744,-1.92198179147374,12.6338167302721,5.66844619191792e-06,1.78887870606929e-05,4.77344009502946
FEZF1,3.46949523521172,-1.720460607545,12.6303610035904,5.67862269215165e-06,1.79077002328159e-05,4.75360305612391
XKR6,1.29181463265668,3.24541347088176,12.6190709773567,5.71201546545705e-06,1.80076987784913e-05,3.95643891525502
CX3CR1,1.64220816164231,1.97216567747924,12.6117471039648,5.73379731445797e-06,1.80710446062942e-05,4.13592195030509
GJC1,0.572151803179898,5.86470088186966,12.611070429194,5.73581458545787e-06,1.807474080868e-05,3.6248878464896
RP11-299H22.3,3.56432196916767,-1.42573084974539,12.6050336058093,5.7538471764663e-06,1.81235601350858e-05,4.70731315760433
HLTF,0.619940917396526,6.61984300300621,12.6029599836442,5.76005621714162e-06,1.81404477950974e-05,3.64188112483295
TPP1,0.765981269953965,5.45050587368948,12.595074544765,5.78373750517601e-06,1.82043137975415e-05,3.62171231730235
FAM166AP4,2.5085005924328,-2.45099211640673,12.5941604625385,5.78648982757674e-06,1.82102987471879e-05,4.78232617177041
ITLN2,3.36200633105253,-1.78080919983218,12.5935192199375,5.78842151592305e-06,1.82136997508528e-05,4.73936785777384
B3GALNT2,0.661690299202641,5.25715456761331,12.5859364069542,5.81131999503962e-06,1.82750046802576e-05,3.62400003491383
CKAP5,0.561943304214557,7.78345331110585,12.5852367468597,5.8134380247047e-06,1.82789795861253e-05,3.73441836969553
ATF4P3,2.58614492886828,-1.67714558480685,12.5843444151494,5.81614059366389e-06,1.82847909997339e-05,4.72420632934935
KRT82,3.10950321875211,-2.14461098613848,12.5836068335883,5.81837555974505e-06,1.82891308716733e-05,4.76236580872119
TNFRSF13C,1.93825108469093,1.70847993002343,12.5776215781195,5.83654794403459e-06,1.83408656065442e-05,4.14780294531519
AAK1,0.599379448920793,6.57362718846291,12.5734592232291,5.84922384680575e-06,1.83780002925989e-05,3.62160659607675
NOXRED1,1.65737156947068,1.04534125089071,12.5715858534284,5.85493919951727e-06,1.83905582165054e-05,4.22961436416529
ZNF491,1.23610800402705,3.41535944228638,12.567927838862,5.86611760453955e-06,1.84147720445388e-05,3.89526409993918
MUC6,1.85416819912954,2.39380224700399,12.5665817333107,5.87023725383622e-06,1.84196874276289e-05,4.05642510967652
WNT2B,0.605457467895436,5.846949015834,12.5639081876245,5.87842922513123e-06,1.8439456659824e-05,3.59706107756459
STXBP2,0.976245259718316,3.06736845767909,12.5572970782021,5.89874231505019e-06,1.84918045920328e-05,3.95099762928085
ACSBG1,0.81955231015499,3.76788233296775,12.5571262008014,5.89926840883988e-06,1.84918045920328e-05,3.8212989409191
MACC1,1.04413648906028,3.69430064478865,12.5477509035809,5.92821512759449e-06,1.85662259841827e-05,3.8300096178225
C11ORF45,1.56981684569412,1.45518727867981,12.54483267877,5.93725835979799e-06,1.85891077640077e-05,4.15923162733878
PPP2R2C,1.54947560320513,2.66611951475334,12.5374167739539,5.96031030463476e-06,1.86503686330552e-05,4.00163136798898
DGKG,1.33398180914357,3.80208308636213,12.5369743021901,5.9616889307429e-06,1.86519555890499e-05,3.80276905102947
GOLGA6A,2.55926938112068,0.0165595979776401,12.5350703219572,5.96762538866545e-06,1.86663380678646e-05,4.41234368583919
KCNC3,1.36732677329053,1.6292545171132,12.5320409493112,5.97708464355553e-06,1.86919261580974e-05,4.13063369736786
HHAT,0.781982448147663,4.22215447406074,12.5305336958791,5.9817974367932e-06,1.87039314155858e-05,3.71924144386701
TLR6,1.00121239207446,2.58603022234875,12.5301221754181,5.98308489226436e-06,1.87052243571624e-05,4.00873841318686
PLEKHD1,0.791284508040654,3.2674855332331,12.5247283333936,5.99998898085408e-06,1.87498560603329e-05,3.89689543430592
HLA-DQB2,2.8205252388883,-0.225421429607081,12.5205168345048,6.01322555598713e-06,1.87857344292501e-05,4.45713171886206
MDM2,0.633396164064334,6.88793225691325,12.5039975005096,6.06546792902635e-06,1.89323625616087e-05,3.60268401154191
DNAI2,2.65551021563142,-0.819291291048738,12.4973673249681,6.08658139381165e-06,1.89905229493723e-05,4.55820565829923
PPP1R3F,0.741000206154658,3.76632856319879,12.4946657042508,6.09520861581726e-06,1.90113305165166e-05,3.78461615872086
NGEF,1.11577193170214,2.12012625114143,12.4923696344874,6.10255174431641e-06,1.90286880803619e-05,4.04772619960379
HAUS5,0.745647160209601,4.83977072900235,12.4905733103289,6.10830366189323e-06,1.90438489840497e-05,3.60181953908832
C10ORF95,2.3550965119556,1.65861861082481,12.4778835848898,6.14911349206835e-06,1.91578790692838e-05,4.09524054846235
VSIG10,0.707191180828563,4.47715303855109,12.4778724154457,6.14914954952863e-06,1.91578790692838e-05,3.64435756657327
LINC00094,0.798714844558876,5.01664862286482,12.4778090044291,6.14935425902815e-06,1.91578790692838e-05,3.57637840798082
OLR1,1.36560286371942,2.40307451441526,12.4686268424349,6.17907927102458e-06,1.92392833339743e-05,3.99746320188304
LHX9,1.12714957703737,2.18405824473698,12.4634950773694,6.19576353339432e-06,1.92828161851445e-05,4.02268422170893
CABLES2,1.27012509782272,3.76262575297313,12.4625703847249,6.19877533435809e-06,1.92893847748279e-05,3.76626368681245
CH17-8C20.4,2.8115060583109,-1.24044481804867,12.4602102867995,6.20646994793087e-06,1.93052672207835e-05,4.60253905073053
OTUD3,0.510449478303133,4.96210614069486,12.4601749518072,6.20658523320149e-06,1.93052672207835e-05,3.57077231799158
METTL25,0.8386636113802,4.50026334914598,12.4521021097664,6.23298817246946e-06,1.93761286645409e-05,3.62539253394419
IL21R,1.54943357677905,2.29926913917721,12.4408259131096,6.27008283587832e-06,1.94716458119999e-05,3.99462416425522
CDCA2,1.05162281781734,4.26684887682171,12.4392035102137,6.2754406688482e-06,1.94854572225966e-05,3.65689280702831
GSG1L,1.30104723834042,3.47646062380919,12.4358988639528,6.28637012176241e-06,1.95137316484526e-05,3.80551021297337
SLC44A4,1.32883849691569,1.80669927267457,12.4339628825575,6.29278308197752e-06,1.95308057284752e-05,4.05145712794499
GDPD1,0.82691242448543,2.53051748542457,12.431146598052,6.30212539194286e-06,1.95569653129989e-05,3.95797270677092
PTPRF,0.556455037467459,7.30492514119728,12.4280043165475,6.31256780386775e-06,1.95780160420492e-05,3.59480877725081
IQCD,2.05943983364958,1.69466668472633,12.4257379085693,6.32011177663922e-06,1.95985732186916e-05,4.06010537811621
GALR1,0.745526719558363,4.28879402997783,12.4247932835006,6.32325909630472e-06,1.96026527285936e-05,3.64439498664277
DDX60L,0.535628875858886,5.46137140763827,12.4207827686762,6.33664133961857e-06,1.96313581228117e-05,3.51772179650369
LMNTD1,1.08954535134459,2.26571868311508,12.4206440584814,6.33710476430903e-06,1.96313581228117e-05,3.98696493232246
RP1-274L7.4,1.33002248570064,1.53518869597684,12.4201552714841,6.33873808861242e-06,1.96335761665082e-05,4.07607162910625
RESP18,5.31524381571852,-1.57067560137853,12.4172614031692,6.34841805012194e-06,1.96607135764375e-05,4.62052955350714
SUCLG2P4,1.10517892176142,3.00161353212081,12.4113538729289,6.36823110254622e-06,1.97135160960076e-05,3.8754349869274
SCML4,1.63748940173435,1.35718832688766,12.410743023902,6.37028382996577e-06,1.97152017279145e-05,4.09250287741725
RPH3A,1.62788974533853,2.1520463707216,12.4103954578976,6.37145214511366e-06,1.97152017279145e-05,3.99524692396073
POC5,0.760958803158541,3.35289025320654,12.40913016856,6.37570737943278e-06,1.97223970287614e-05,3.81267956495983
PIGS,0.684642896577769,5.29068574845777,12.4045068211402,6.39128354085884e-06,1.97677227781795e-05,3.51432392636801
GTF2H4,0.859073403333199,4.64032841803246,12.3987590002389,6.410708673842e-06,1.98192109990236e-05,3.5725521937072
TRPV2,1.15272957460918,3.24375392814982,12.3959874718051,6.42009930606253e-06,1.98453762922669e-05,3.82471663456591
CD48,2.06787778813001,1.41423286254809,12.3908988560909,6.43738171320981e-06,1.98901805699191e-05,4.07362898080815
TREML2,2.41302644605226,1.11960260764294,12.3886492408673,6.44503897619267e-06,1.99109655322534e-05,4.11126525931159
ASNS,0.735080506656533,4.48271345734202,12.3844276580939,6.45943651653576e-06,1.99485298246979e-05,3.58765600178498
ZNF274,0.817150035189828,5.14593138157925,12.3842642931784,6.45999440335378e-06,1.99485298246979e-05,3.51034903169587
ILF3,0.552561266397117,8.10851821221756,12.3830440941751,6.46416309004138e-06,1.99556443986955e-05,3.64602328611011
ATG13,0.643552200889896,5.58440907841615,12.3821428974241,6.46724390887068e-06,1.99622759419612e-05,3.49163318532986
CCDC40,0.688213521915948,3.97020681378801,12.3816755703067,6.46884216671401e-06,1.99643300496294e-05,3.67784956054231
RP1-179N16.3,2.98895263927891,0.457833405382954,12.3811146039581,6.47076126589482e-06,1.99665904013839e-05,4.22372387788408
DLEC1,1.22690354220762,2.30309882490609,12.3806435625867,6.47237322827649e-06,1.99665904013839e-05,3.95838865580125
FEZ1,0.725714255918859,5.02211558835925,12.3758770262941,6.4887107192105e-06,2.00141051337746e-05,3.51493675717649
ZNF10,0.75548117002494,4.3937441048808,12.374362020683,6.49391331377276e-06,2.00272660885704e-05,3.59614584159441
LY6K,1.3185862577197,1.47333015146476,12.3724086630039,6.50062825585017e-06,2.00450866676216e-05,4.05532014538748
