molecule_chembl_id,stdInChiKey,formula,STATUS,pIC50,MW,LogP,nHAcc,nHDon,smiles,preferredCompoundName
CHEMBL3092216,GZRAKRFQJIDWEE-UHFFFAOYSA-N,C22H22F6N2O4S,active,9.327902142064282,524.4830000000003,4.919400000000005,4,0,CCN(C1CCN(CC1)C(=O)c2ccccc2OC(F)(F)F)S(=O)(=O)c3cccc(c3)C(F)(F)F,-
CHEMBL3092215,ZIMPDMWFLXDFDG-UHFFFAOYSA-N,C21H23F3N2O5S2,active,9.337242168318426,504.55200000000025,3.034200000000002,5,0,CN(C1CCN(CC1)C(=O)c2ccccc2S(=O)(=O)C)S(=O)(=O)c3cccc(c3)C(F)(F)F,-
CHEMBL3092214,KTMIHRRLURNTRX-UHFFFAOYSA-N,C23H24F4N2O5S2,active,9.721246399047173,548.5799999999999,3.565000000000003,5,0,CS(=O)(=O)c1ccc(F)cc1C(=O)N2CCC3(CCN(CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F)C2,-
CHEMBL3092213,ATSWOOACPVCOCE-ORAYPTAESA-N,C22H22F4N2O5S2,active,9.366531544420411,534.5530000000002,3.3142000000000023,5,0,C[C@H]1[C@@H](CN1C(=O)c2cc(F)ccc2S(=O)(=O)C)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F,-
CHEMBL3092212,ATSWOOACPVCOCE-BFUOFWGJSA-N,C22H22F4N2O5S2,active,9.42021640338319,534.5530000000002,3.3142000000000023,5,0,C[C@@H]1[C@@H](CN1C(=O)c2cc(F)ccc2S(=O)(=O)C)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F,-
CHEMBL3092210,QLDINCOHLBIUPI-UHFFFAOYSA-N,C22H22F4N2O5S2,active,9.431798275933003,534.5530000000001,3.315800000000002,5,0,CS(=O)(=O)c1ccc(F)cc1C(=O)N2CCC(C2)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F,-
CHEMBL3092209,OKWLVSKWGOOBQP-UHFFFAOYSA-N,C24H26F4N2O5S2,active,9.148741651280924,562.6070000000001,4.096000000000004,5,0,CC1(CCN(CC1)C(=O)c2cc(F)ccc2S(=O)(=O)C)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F,-
CHEMBL3092208,UOGFJGVBVCOXLL-UHFFFAOYSA-N,C24H23F6N3O5S,active,9.4089353929735,579.5190000000003,4.160800000000004,5,1,NC(=O)c1ccc(C(=O)N2CCC(CC2)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F)c(OC(F)(F)F)c1,-
CHEMBL3092207,UUINHKWASCQEAR-UHFFFAOYSA-N,C24H23F6N3O4S,active,9.119186407719207,563.5200000000003,4.281000000000003,4,1,NC(=O)c1ccc(C(=O)N2CCC(CC2)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F)c(c1)C(F)(F)F,-
CHEMBL3092206,XCYNNWRVYVTSDT-UHFFFAOYSA-N,C24H24F6N2O6S2,active,10.318758762624412,614.5860000000004,4.465400000000004,6,0,CS(=O)(=O)c1ccc(C(=O)N2CCC(CC2)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F)c(OC(F)(F)F)c1,-
CHEMBL3092205,KYCPTKDTPGARDF-UHFFFAOYSA-N,C24H24F6N2O5S2,active,10.67778070526608,598.5870000000003,4.585600000000004,5,0,CS(=O)(=O)c1ccc(C(=O)N2CCC(CC2)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F)c(c1)C(F)(F)F,-
CHEMBL3092204,FSJLJXTZRDZGLV-UHFFFAOYSA-N,C23H24ClF3N2O5S2,active,9.537602002101043,565.0350000000002,4.220200000000004,5,0,CS(=O)(=O)c1ccc(C(=O)N2CCC(CC2)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F)c(Cl)c1,-
CHEMBL3092203,LQTYPGGHNGTXPA-UHFFFAOYSA-N,C23H24F4N2O5S2,active,9.455931955649724,548.5800000000003,3.7059000000000024,5,0,CS(=O)(=O)c1ccc(C(=O)N2CCC(CC2)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F)c(F)c1,-
CHEMBL3092202,ROIFYGFLGONWGU-UHFFFAOYSA-N,C23H24ClF3N2O5S2,active,9.468521082957745,565.0350000000001,4.220200000000004,5,0,CS(=O)(=O)c1ccc(Cl)c(c1)C(=O)N2CCC(CC2)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F,-
CHEMBL3092201,AVADRYZARZLOBJ-UHFFFAOYSA-N,C24H24F6N2O5S2,active,10.568636235841012,598.5870000000002,4.585600000000005,5,0,CS(=O)(=O)c1cc(ccc1C(=O)N2CCC(CC2)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F)C(F)(F)F,-
CHEMBL3092200,AVZOEQJHSHEAPW-UHFFFAOYSA-N,C24H24F3N3O5S2,active,9.346787486224656,555.6,3.438480000000002,6,0,CS(=O)(=O)c1cc(ccc1C(=O)N2CCC(CC2)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F)C#N,-
