['CHEMBL1310568', 'RREKAVMWLSIMRT-UHFFFAOYSA-N', 'C21H18N2O2', 'active', 10.568636235841012, 330.38700000000006, 4.499620000000003, 2, 2, 'Cc1cccc(c1)C(=O)Nc2cccc(NC(=O)c3ccccc3)c2', '-']
['CHEMBL3186207', 'FDDPRMWUPUWHOW-UHFFFAOYSA-N', 'C21H18N2O2', 'active', 10.0, 330.38699999999994, 4.499620000000003, 2, 2, 'Cc1ccccc1C(=O)Nc2cccc(NC(=O)c3ccccc3)c2', '-']
['CHEMBL1532914', 'JIXAVKHNSWAKPX-UHFFFAOYSA-N', 'C20H15FN2O2', 'active', 10.346787486224656, 334.35, 4.330300000000002, 2, 2, 'Fc1cccc(c1)C(=O)Nc2cccc(NC(=O)c3ccccc3)c2', '-']
['CHEMBL3184966', 'UXOZLQUSVPBIQN-UHFFFAOYSA-N', 'C20H15ClN2O2', 'active', 10.283996656365199, 350.805, 4.844600000000003, 2, 2, 'Clc1cccc(c1)C(=O)Nc2cccc(NC(=O)c3ccccc3)c2', '-']
['CHEMBL1716797', 'RTXREVNFKIEUGS-UHFFFAOYSA-N', 'C18H14N2O3', 'active', 10.431798275933003, 306.321, 3.784200000000002, 3, 2, 'O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c3occc3', '-']
['CHEMBL3182777', 'MKNLGOXDUQNBOV-UHFFFAOYSA-N', 'C18H14N2O2S', 'active', 10.537602002101043, 322.389, 4.252700000000003, 3, 2, 'O=C(Nc1cccc(NC(=O)c2cccs2)c1)c3ccccc3', '-']
['CHEMBL3182370', 'LDDNJFAJKYZQHK-UHFFFAOYSA-N', 'C19H15N3O2', 'active', 10.065501548756432, 317.348, 3.5862000000000016, 3, 2, 'O=C(Nc1cccc(NC(=O)c2ccccn2)c1)c3ccccc3', '-']
['CHEMBL3184095', 'GDNDWRCRYHNYTQ-UHFFFAOYSA-N', 'C20H22N2O2', 'active', 10.102372908709556, 322.408, 4.457700000000004, 2, 2, 'O=C(Nc1cccc(NC(=O)c2ccccc2)c1)C3CCCCC3', '-']
['CHEMBL3181939', 'GNWIURCZAGWVRL-UHFFFAOYSA-N', 'C22H20N2O2', 'active', 10.040958607678906, 344.41400000000016, 4.8080400000000045, 2, 2, 'Cc1cccc(c1)C(=O)Nc2cccc(NC(=O)c3ccccc3C)c2', '-']
['CHEMBL3185736', 'GONFYUVPWPOVIQ-UHFFFAOYSA-N', 'C22H20N2O2', 'active', 10.522878745280336, 344.41400000000016, 4.808040000000003, 2, 2, 'Cc1cccc(c1)C(=O)Nc2cccc(NC(=O)c3cccc(C)c3)c2', '-']
['CHEMBL1081188', 'UTAJHKSGYJSZBR-UHFFFAOYSA-N', 'C22H20N2O3', 'active', 11.397940008672034, 360.4130000000001, 4.5082200000000014, 3, 2, 'COc1ccccc1C(=O)Nc2cccc(NC(=O)c3cccc(C)c3)c2', '-']
