molecule_chembl_id,stdInChiKey,formula,STATUS,pIC50,MW,LogP,nHAcc,nHDon,smiles,preferredCompoundName
CHEMBL3927706,-,-,inactive,7.0,698.8220000000001,8.495520000000004,8,2,Cc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC(CC7)N8CCCCC8,-
CHEMBL3984698,-,-,inactive,7.0,772.9010000000003,8.902820000000004,10,2,CCOc1ccc(cc1C(=O)Nc2c(F)cccc2F)c3nc4ccccn4c3c5ccnc(Nc6ccc(N7CCC(CC7)N8CCCCC8)c(C)c6OC)n5,-
CHEMBL3911054,-,-,inactive,7.0,835.9820000000001,6.680420000000007,12,2,COc1cc(ccc1Nc2nccc(n2)c3c(nc4c(C)cccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC(CC7)N8CCN(CCS(=O)(=O)C)CC8,-
CHEMBL3908294,-,-,inactive,7.0,807.9280000000001,6.595420000000007,11,2,COc1cc(ccc1Nc2nccc(n2)c3c(nc4c(C)cccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC(CC7)N8CCN(CC8)S(=O)(=O)C,-
CHEMBL3906473,-,-,inactive,7.0,647.6860000000001,6.702100000000005,9,3,COc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC(O)CC7,-
CHEMBL453438,-,-,inactive,7.0,684.7949999999997,8.187100000000008,8,2,Fc1cccc(F)c1NC(=O)c2cccc(c2)c3nc4ccccn4c3c5ccnc(Nc6ccc(cc6)N7CCC(CC7)N8CCCCC8)n5,-
CHEMBL3982306,-,-,inactive,7.0,730.82,7.166500000000008,10,3,COc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC(CC7)N8CCC[C@H](O)C8,-
CHEMBL3922419,-,-,inactive,7.0,732.861,7.7586000000000075,10,2,COc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC(CC7)N8CCSCC8,-
CHEMBL3974608,-,-,inactive,7.0,820.9670000000001,7.429400000000007,11,2,COc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)[C@@H]7CC[C@H](CC7)N8CCN(CCS(=O)(=O)C)CC8,-
CHEMBL3968247,-,-,inactive,7.0,760.865,8.638900000000003,9,2,COc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC(CC7)C8CCN(CCF)CC8,-
CHEMBL3918852,-,-,inactive,7.0,825.8870000000002,8.669900000000004,10,2,CCOc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC(CC7)N8CCN(CCC(F)(F)F)CC8,-
CHEMBL3973106,-,-,inactive,7.0,673.7680000000001,8.159500000000007,8,2,COc1cc(CCCN2CCCCC2)ccc1Nc3nccc(n3)c4c(nc5ccccn45)c6cccc(c6)C(=O)Nc7c(F)cccc7F,-
CHEMBL3915736,-,-,inactive,7.0,688.7830000000001,6.921000000000007,9,2,COc1cc(CCCN2CCN(C)CC2)ccc1Nc3nccc(n3)c4c(nc5ccccn45)c6cccc(c6)C(=O)Nc7c(F)cccc7F,-
CHEMBL3986506,-,-,inactive,7.0,749.8880000000001,7.908900000000008,9,2,CCCc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)C7CCN(CCS(=O)(=O)C)CC7,-
CHEMBL3957811,-,-,inactive,7.0,647.6860000000001,6.702100000000006,9,3,COc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC[C@H](O)C7,-
CHEMBL3960482,-,-,inactive,7.0,647.6860000000001,6.702100000000006,9,3,COc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC[C@@H](O)C7,-
CHEMBL3913169,-,-,inactive,7.0,779.8430000000001,7.436000000000007,10,2,COc1cc(ccc1Nc2nccc(n2)c3c(nc4c(F)cccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC(CC7)N8CCN(CCF)CC8,-
